base_date,emd_nm,disQuantity,disCount
2018-12,삼도2동,42597950.0,18920.0
2018-12,삼양동,69484250.0,29512.0
2018-12,서홍동,48224450.0,17038.0
2018-12,성산읍,15630200.0,2869.0
2018-12,송산동,31433200.0,8907.0
2018-12,아라동,118673800.0,52568.0
2018-12,안덕면,14464450.0,4247.0
2018-12,애월읍,6988000.0,3374.0
2018-12,연동,229912900.0,100351.0
2018-12,영천동,24477500.0,5906.0
2018-12,예래동,10073550.0,2683.0
2018-12,오라동,60046400.0,24790.0
2018-12,외도동,107696050.0,47244.0
2018-12,용담1동,37886500.0,14564.0
2018-12,용담2동,63110600.0,27850.0
2018-12,이도1동,49451600.0,19375.0
2018-12,이도2동,218500950.0,91497.0
2018-12,이호동,19448250.0,7607.0
2018-12,일도1동,27655400.0,8434.0
2018-12,일도2동,167883700.0,71502.0
2018-12,정방동,25575400.0,6653.0
2018-12,조천읍,62036285.23101067,27001.924042686755
2018-12,중문동,33095150.0,11318.0
2018-12,중앙동,46756350.0,10424.0
2018-12,천지동,21683100.0,5904.0
2018-12,표선면,14665050.0,3308.0
2018-12,한경면,62036285.23101067,27001.924042686755
2018-12,한림읍,62036285.23101067,27001.924042686755
2018-12,화북동,117054450.0,55753.0
2018-12,효돈동,15076400.0,4033.0
2019-01,건입동,37850850.0,15512.0
2019-01,구좌읍,62036285.23101067,27001.924042686755
2019-01,남원읍,45272000.0,10629.0
2019-01,노형동,249427250.0,110767.0
2019-01,대륜동,45947600.0,16672.0
2019-01,대정읍,57782600.0,14984.0
2019-01,대천동,18158000.0,6385.0
2019-01,도두동,13117750.0,4961.0
2019-01,동홍동,89324700.0,34555.0
2019-01,봉개동,13358900.0,5111.0
2019-01,삼도1동,68182950.0,29007.0
2019-01,삼도2동,40185850.0,18423.0
2019-01,삼양동,66600150.0,28445.0
2019-01,서홍동,39052250.0,12998.0
2019-01,성산읍,40014154.0,6071.0
2019-01,송산동,28488650.0,7472.0
2019-01,아라동,115717700.0,50759.0
2019-01,안덕면,22188550.0,5878.0
2019-01,애월읍,6637900.0,3217.0
2019-01,연동,220683350.0,97548.0
2019-01,영천동,16454700.0,4060.0
2019-01,예래동,10179000.0,2791.0
2019-01,오라동,59998400.0,24476.0
2019-01,외도동,103025450.0,45492.0
2019-01,용담1동,36058500.0,14202.0
2019-01,용담2동,61051550.0,27025.0
2019-01,이도1동,50143400.0,19365.0
2019-01,이도2동,212482350.0,89188.0
2019-01,이호동,18453950.0,7513.0
2019-01,일도1동,27507200.0,8347.0
2019-01,일도2동,161392700.0,68995.0
2019-01,정방동,17476800.0,4443.0
2019-01,조천읍,62036285.23101067,27001.924042686755
2019-01,중문동,34492100.0,11583.0
2019-01,중앙동,42683800.0,9391.0
2019-01,천지동,17527700.0,4721.0
2019-01,표선면,20991050.0,4100.0
2019-01,한경면,62036285.23101067,27001.924042686755
2019-01,한림읍,62036285.23101067,27001.924042686755
2019-01,화북동,111658150.0,53784.0
2019-01,효돈동,12324350.0,3237.0
2019-02,건입동,38917150.0,15016.0
2019-02,구좌읍,62036285.23101067,27001.924042686755
2019-02,남원읍,27809150.0,7080.0
2019-02,노형동,241524500.0,106301.0
2019-02,대륜동,31963300.0,12402.0
2019-02,대정읍,62111350.0,16682.0
2019-02,대천동,16122500.0,5336.0
2019-02,도두동,12637600.0,4811.0
2019-02,동홍동,64116950.0,23611.0
2019-02,봉개동,13392550.0,4912.0
2019-02,삼도1동,66240200.0,27977.0
2019-02,삼도2동,39954050.0,17961.0
2019-02,삼양동,65570700.0,27481.0
2019-02,서홍동,22900850.0,7903.0
2019-02,성산읍,46043704.0,6559.0
2019-02,송산동,16508850.0,4628.0
2019-02,아라동,110641400.0,47330.0
2019-02,안덕면,24148750.0,6059.0
2019-02,애월읍,5964650.0,2883.0
2019-02,연동,208110550.0,90628.0
2019-02,영천동,26569100.0,6129.0
2019-02,예래동,9272600.0,2472.0
2019-02,오라동,57964700.0,23613.0
2019-02,외도동,98828850.0,42871.0
2019-02,용담1동,34684250.0,13746.0
2019-02,용담2동,58720750.0,26303.0
2019-02,이도1동,43293650.0,17725.0
2019-02,이도2동,200742600.0,83130.0
2019-02,이호동,18158850.0,7330.0
2019-02,일도1동,24999150.0,7660.0
2019-02,일도2동,158584050.0,66220.0
2019-02,정방동,11055650.0,3002.0
2019-02,조천읍,62036285.23101067,27001.924042686755
2019-02,중문동,28286000.0,9382.0
2019-02,중앙동,30231600.0,6597.0
2019-02,천지동,10949750.0,3140.0
2019-02,표선면,14571100.0,2853.0
2019-02,한경면,62036285.23101067,27001.924042686755
2019-02,한림읍,62036285.23101067,27001.924042686755
2019-02,화북동,109614050.0,51898.0
2019-02,효돈동,11880900.0,3154.0
2019-03,건입동,36187950.0,15050.0
2019-03,구좌읍,62036285.23101067,27001.924042686755
2019-03,남원읍,17810750.0,4749.0
2019-03,노형동,239329750.0,109165.0
2019-03,대륜동,26293300.0,10789.0
2019-03,대정읍,71151700.0,19881.0
2019-03,대천동,12306500.0,3905.0
2019-03,도두동,13057450.0,4830.0
2019-03,동홍동,39995700.0,14041.0
2019-03,봉개동,12783200.0,4943.0
2019-03,삼도1동,65002250.0,28023.0
2019-03,삼도2동,39734200.0,18868.0
2019-03,삼양동,64121950.0,27938.0
2019-03,서홍동,13022100.0,4847.0
2019-03,성산읍,50507700.0,7197.0
2019-03,송산동,9738800.0,2787.0
2019-03,아라동,110131650.0,49534.0
2019-03,안덕면,27589350.0,7101.0
2019-03,애월읍,6349200.0,3097.0
2019-03,연동,207757950.0,93637.0
2019-03,영천동,27179100.0,6438.0
2019-03,예래동,8506750.0,2158.0
2019-03,오라동,58569600.0,24667.0
2019-03,외도동,98102400.0,44965.0
2019-03,용담1동,34963850.0,13962.0
2019-03,용담2동,57964450.0,26513.0
2019-03,이도1동,45922900.0,18525.0
2019-03,이도2동,199316850.0,86122.0
2019-03,이호동,17764650.0,7447.0
2019-03,일도1동,26563100.0,8211.0
2019-03,일도2동,151917100.0,66675.0
2019-03,정방동,5735400.0,1639.0
2019-03,조천읍,62036285.23101067,27001.924042686755
2019-03,중문동,21344750.0,6776.0
2019-03,중앙동,21994900.0,4148.0
2019-03,천지동,7511050.0,1835.0
2019-03,표선면,18216400.0,3510.0
2019-03,한경면,62036285.23101067,27001.924042686755
2019-03,한림읍,62036285.23101067,27001.924042686755
2019-03,화북동,106455700.0,52977.0
